Mod:Item:MetaData, Localized Name
minecraft:potion:16450, Splash Potion of Swiftness
minecraft:potion:8227, Potion of Fire Resistance
minecraft:potion:8259, Potion of Fire Resistance
minecraft:potion:16419, Splash Potion of Fire Resistance
minecraft:potion:16451, Splash Potion of Fire Resistance
minecraft:potion:8196, Potion of Poison
minecraft:potion:8228, Potion of Poison
minecraft:potion:8260, Potion of Poison
minecraft:potion:16388, Splash Potion of Poison
minecraft:potion:16420, Splash Potion of Poison
minecraft:potion:16452, Splash Potion of Poison
minecraft:potion:8261, Potion of Healing
minecraft:potion:8229, Potion of Healing
minecraft:potion:16453, Splash Potion of Healing
minecraft:potion:16421, Splash Potion of Healing
minecraft:potion:8230, Potion of Night Vision
minecraft:potion:8262, Potion of Night Vision
minecraft:potion:16422, Splash Potion of Night Vision
minecraft:potion:16454, Splash Potion of Night Vision
minecraft:potion:8232, Potion of Weakness
minecraft:potion:8264, Potion of Weakness
minecraft:potion:16424, Splash Potion of Weakness
minecraft:potion:16456, Splash Potion of Weakness
minecraft:potion:8201, Potion of Strength
minecraft:potion:8233, Potion of Strength
minecraft:potion:8265, Potion of Strength
minecraft:potion:16393, Splash Potion of Strength
minecraft:potion:16425, Splash Potion of Strength
minecraft:potion:16457, Splash Potion of Strength
minecraft:potion:8234, Potion of Slowness
minecraft:potion:8266, Potion of Slowness
minecraft:potion:16426, Splash Potion of Slowness
minecraft:potion:16458, Splash Potion of Slowness
minecraft:potion:8268, Potion of Harming
minecraft:potion:8236, Potion of Harming
minecraft:potion:16460, Splash Potion of Harming
minecraft:potion:16428, Splash Potion of Harming
minecraft:potion:8237, Potion of Water Breathing
minecraft:potion:8269, Potion of Water Breathing
minecraft:potion:16429, Splash Potion of Water Breathing
minecraft:potion:16461, Splash Potion of Water Breathing
minecraft:potion:8238, Potion of Invisibility
minecraft:potion:8270, Potion of Invisibility
minecraft:potion:16430, Splash Potion of Invisibility
minecraft:potion:16462, Splash Potion of Invisibility
minecraft:glass_bottle, Glass Bottle
minecraft:spider_eye, Spider Eye
minecraft:fermented_spider_eye, Fermented Spider Eye
minecraft:blaze_powder, Blaze Powder
minecraft:magma_cream, Magma Cream
minecraft:brewing_stand, Brewing Stand
minecraft:cauldron, Cauldron
minecraft:ender_eye, Eye of Ender
minecraft:speckled_melon, Glistering Melon
minecraft:spawn_egg:50, Spawn Creeper
minecraft:spawn_egg:51, Spawn Skeleton
minecraft:spawn_egg:52, Spawn Spider
minecraft:spawn_egg:54, Spawn Zombie
minecraft:spawn_egg:55, Spawn Slime
minecraft:spawn_egg:56, Spawn Ghast
minecraft:spawn_egg:57, Spawn Zombie Pigman
minecraft:spawn_egg:58, Spawn Enderman
minecraft:spawn_egg:59, Spawn Cave Spider
minecraft:spawn_egg:60, Spawn Silverfish
minecraft:spawn_egg:61, Spawn Blaze
minecraft:spawn_egg:62, Spawn Magma Cube
minecraft:spawn_egg:65, Spawn Bat
minecraft:spawn_egg:66, Spawn Witch
minecraft:spawn_egg:90, Spawn Pig
minecraft:spawn_egg:91, Spawn Sheep
minecraft:spawn_egg:92, Spawn Cow
minecraft:spawn_egg:93, Spawn Chicken
minecraft:spawn_egg:94, Spawn Squid
minecraft:spawn_egg:95, Spawn Wolf
minecraft:spawn_egg:96, Spawn Mooshroom
minecraft:spawn_egg:98, Spawn Ocelot
minecraft:spawn_egg:100, Spawn Horse
minecraft:spawn_egg:120, Spawn Villager
minecraft:spawn_egg:0, Spawn Eagle
minecraft:spawn_egg:3, Spawn Hell Cat
minecraft:spawn_egg:4, Spawn Pixie
minecraft:spawn_egg:5, Spawn Sasori
minecraft:spawn_egg:6, Spawn Sasori
minecraft:spawn_egg:7, Spawn Puppet
minecraft:spawn_egg:23, Spawn Puppet
minecraft:spawn_egg:24, Spawn The Third Kazekage Puppet
minecraft:experience_bottle, Bottle o' Enchanting
minecraft:fire_charge, Fire Charge
minecraft:writable_book, Book and Quill
minecraft:written_book, Written Book
minecraft:emerald, Emerald
minecraft:item_frame, Item Frame
minecraft:flower_pot, Flower Pot
minecraft:carrot, Carrot
minecraft:potato, Potato
minecraft:baked_potato, Baked Potato
minecraft:poisonous_potato, Poisonous Potato
minecraft:map, Empty Map
minecraft:golden_carrot, Golden Carrot
minecraft:skull:0, Skeleton Skull
minecraft:skull:1, Wither Skeleton Skull
minecraft:skull:2, Zombie Head
minecraft:skull:3, Head
minecraft:skull:4, Creeper Head
minecraft:carrot_on_a_stick, Carrot on a Stick
minecraft:nether_star, Nether Star
minecraft:pumpkin_pie, Pumpkin Pie
minecraft:fireworks, Firework Rocket
minecraft:firework_charge, Firework Star
minecraft:enchanted_book, Enchanted Book
minecraft:comparator, Redstone Comparator
minecraft:netherbrick, Nether Brick
minecraft:quartz, Nether Quartz
minecraft:tnt_minecart, Minecart with TNT
minecraft:hopper_minecart, Minecart with Hopper
securitycraft:motionActivatedLightOff, Motion-Activated Light
securitycraft:motionActivatedLightOn, Motion-Activated Light
securitycraft:reinforcedObsidian, Reinforced Obsidian
securitycraft:reinforcedNetherrack, Reinforced Netherrack
securitycraft:reinforcedEndStone, Reinforced End Stone
securitycraft:reinforcedCarpet:0, Reinforced Carpet
securitycraft:reinforcedCarpet:1, Reinforced Orange Carpet
securitycraft:reinforcedCarpet:2, Reinforced Magenta Carpet
securitycraft:reinforcedCarpet:3, Reinforced Light Blue Carpet
securitycraft:reinforcedCarpet:4, Reinforced Yellow Carpet
securitycraft:reinforcedCarpet:5, Reinforced Lime Carpet
securitycraft:reinforcedCarpet:6, Reinforced Pink Carpet
securitycraft:reinforcedCarpet:7, Reinforced Gray Carpet
securitycraft:reinforcedCarpet:8, Reinforced Light Gray Carpet
securitycraft:reinforcedCarpet:9, Reinforced Cyan Carpet
securitycraft:reinforcedCarpet:10, Reinforced Purple Carpet
securitycraft:reinforcedCarpet:11, Reinforced Blue Carpet
securitycraft:reinforcedCarpet:12, Reinforced Brown Carpet
securitycraft:reinforcedCarpet:13, Reinforced Green Carpet
securitycraft:reinforcedCarpet:14, Reinforced Red Carpet
securitycraft:reinforcedCarpet:15, Reinforced Black Carpet
securitycraft:reinforcedGlowstone, Reinforced Glowstone
securitycraft:gravelMine, Gravel Mine
minecraft:iron_horse_armor, Iron Horse Armor
minecraft:golden_horse_armor, Gold Horse Armor
minecraft:diamond_horse_armor, Diamond Horse Armor
minecraft:lead, Lead
minecraft:name_tag, Name Tag
minecraft:command_block_minecart, Minecart with Command Block
securitycraft:reinforcedSand, Reinforced Sand
securitycraft:reinforcedGravel, Reinforced Gravel
securitycraft:trophySystem, Trophy System
securitycraft:crystalQuartz:0, Block of Crystal Quartz
securitycraft:crystalQuartz:1, Chiseled Crystal Quartz Block
securitycraft:crystalQuartz:2, Pillar Crystal Quartz Block
securitycraft:reinforcedCrystalQuartz:0, Reinforced Block of Crystal Quartz
securitycraft:reinforcedCrystalQuartz:1, Reinforced Chiseled Crystal Quartz Block
securitycraft:reinforcedCrystalQuartz:2, Reinforced Pillar Crystal Quartz Block
securitycraft:crystalQuartzSlab:0, Crystal Quartz Slab
securitycraft:doubleCrystalQuartzSlab, tile.securitycraft:doubleCrystalQuartzSlab.name
securitycraft:reinforcedCrystalQuartzSlab:0, Reinforced Crystal Quartz Slab
securitycraft:reinforcedDoubleCrystalQuartzSlab, tile.securitycraft:reinforcedDoubleCrystalQuartzSlab.name
securitycraft:stairsCrystalQuartz, Crystal Quartz Stairs
securitycraft:reinforcedStairsCrystalQuartz, Reinforced Crystal Quartz Stairs
securitycraft:blockPocketWall, Block Pocket Wall
securitycraft:blockPocketManager, Block Pocket Manager
securitycraft:reinforced_stone_pressure_plate, Reinforced Stone Pressure Plate
appliedenergistics2:tile.OreQuartz, Certus Quartz Ore
appliedenergistics2:tile.OreQuartzCharged, Charged Certus Quartz Ore
appliedenergistics2:tile.BlockMatrixFrame, Matrix Frame
appliedenergistics2:tile.BlockQuartz, Certus Quartz Block
appliedenergistics2:tile.BlockQuartzPillar, Certus Quartz Pillar
appliedenergistics2:tile.BlockQuartzChiseled, Chiseled Certus Quartz Block
appliedenergistics2:tile.BlockQuartzGlass, Quartz Glass
appliedenergistics2:tile.BlockQuartzLamp, Vibrant Quartz Glass
appliedenergistics2:tile.BlockQuartzTorch, Charged Quartz Fixture
appliedenergistics2:tile.BlockFluix, Fluix Block
appliedenergistics2:tile.BlockSkyStone:0, Sky Stone
appliedenergistics2:tile.BlockSkyStone:1, Sky Stone Block
appliedenergistics2:tile.BlockSkyStone:2, Sky Stone Brick
appliedenergistics2:tile.BlockSkyStone:3, Sky Stone Small Brick
appliedenergistics2:tile.BlockSkyChest:0, Sky Stone Chest
appliedenergistics2:tile.BlockSkyChest:1, Sky Stone Block Chest
appliedenergistics2:tile.BlockSkyCompass, Meteorite Compass
appliedenergistics2:tile.BlockGrinder, Quartz Grindstone
appliedenergistics2:tile.BlockCrank, Wooden Crank
appliedenergistics2:tile.BlockInscriber, Inscriber
appliedenergistics2:tile.BlockWireless, ME Wireless Access Point
appliedenergistics2:tile.BlockCharger, Charger
appliedenergistics2:tile.BlockTinyTNT, Tiny TNT
appliedenergistics2:tile.BlockSecurity, ME Security Terminal
appliedenergistics2:tile.BlockQuantumRing, ME Quantum Ring
appliedenergistics2:tile.BlockQuantumLinkChamber, ME Quantum Link Chamber
appliedenergistics2:tile.BlockSpatialPylon, Spatial Pylon
appliedenergistics2:tile.BlockSpatialIOPort, Spatial IO Port
appliedenergistics2:tile.BlockCableBus, AE2 Cable and/or Bus
appliedenergistics2:tile.BlockController, ME Controller
appliedenergistics2:tile.BlockDrive, ME Drive
appliedenergistics2:tile.BlockChest, ME Chest
appliedenergistics2:tile.BlockInterface, ME Interface
appliedenergistics2:tile.BlockCellWorkbench, Cell Workbench
appliedenergistics2:tile.BlockIOPort, ME IO Port
appliedenergistics2:tile.BlockCondenser, Matter Condenser
appliedenergistics2:tile.BlockEnergyAcceptor, Energy Acceptor
appliedenergistics2:tile.BlockVibrationChamber, Vibration Chamber
appliedenergistics2:tile.BlockQuartzGrowthAccelerator, Crystal Growth Accelerator
appliedenergistics2:tile.BlockEnergyCell, Energy Cell
appliedenergistics2:tile.BlockDenseEnergyCell, Dense Energy Cell
appliedenergistics2:tile.BlockCreativeEnergyCell, Creative Energy Cell
appliedenergistics2:tile.BlockCraftingUnit:0, Crafting Unit
appliedenergistics2:tile.BlockCraftingUnit:1, Crafting Co-Processing Unit
appliedenergistics2:tile.BlockCraftingUnit:2, Quad Core Co-Processing Unit
appliedenergistics2:tile.BlockCraftingUnit:3, 16 Core Co-Processing Unit
appliedenergistics2:tile.BlockAdvancedCraftingUnit:0, 64 Core Co-Processing Unit
appliedenergistics2:tile.BlockAdvancedCraftingUnit:1, 256 Core Co-Processing Unit
appliedenergistics2:tile.BlockAdvancedCraftingUnit:2, 1024 Core Co-Processing Unit
appliedenergistics2:tile.BlockAdvancedCraftingUnit:3, 4096 Core Co-Processing Unit
appliedenergistics2:tile.BlockCraftingStorage:0, 1k Crafting Storage
appliedenergistics2:tile.BlockCraftingStorage:1, 4k Crafting Storage
appliedenergistics2:tile.BlockCraftingStorage:2, 16k Crafting Storage
appliedenergistics2:tile.BlockCraftingStorage:3, 64k Crafting Storage
appliedenergistics2:tile.BlockAdvancedCraftingStorage:0, 256k Crafting Storage
appliedenergistics2:tile.BlockAdvancedCraftingStorage:1, 1024k Crafting Storage
appliedenergistics2:tile.BlockAdvancedCraftingStorage:2, 4096k Crafting Storage
appliedenergistics2:tile.BlockAdvancedCraftingStorage:3, 16384k Crafting Storage
appliedenergistics2:tile.BlockSingularityCraftingStorage:0, Singularity Crafting Storage
appliedenergistics2:tile.BlockCraftingMonitor:0, Crafting Monitor
appliedenergistics2:tile.BlockMolecularAssembler, Molecular Assembler
appliedenergistics2:tile.BlockLightDetector, Light Detecting Fixture
appliedenergistics2:tile.BlockPaint, tile.appliedenergistics2.BlockPaint.name
appliedenergistics2:tile.SkyStoneStairBlock, Sky Stone Stairs
appliedenergistics2:tile.SkyStoneBlockStairBlock, Sky Stone Block Stairs
appliedenergistics2:tile.SkyStoneBrickStairBlock, Sky Stone Brick Stairs
appliedenergistics2:tile.SkyStoneSmallBrickStairBlock, Sky Stone Small Brick Stairs
appliedenergistics2:tile.FluixStairBlock, Fluix Stairs
appliedenergistics2:tile.QuartzStairBlock, Certus Quartz Stairs
appliedenergistics2:tile.ChiseledQuartzStairBlock, Chiseled Certus Quartz Stairs
appliedenergistics2:tile.QuartzPillarStairBlock, Certus Quartz Pillar Stairs
appliedenergistics2:tile.SkyStoneSlabBlock:0, Sky Stone Slabs
appliedenergistics2:tile.SkyStoneSlabBlock.double:0, Sky Stone Slabs
appliedenergistics2:tile.SkyStoneBlockSlabBlock:0, Sky Stone Block Slabs
appliedenergistics2:tile.SkyStoneBlockSlabBlock.double:0, Sky Stone Block Slabs
appliedenergistics2:tile.SkyStoneBrickSlabBlock:0, Sky Stone Brick Slabs
appliedenergistics2:tile.SkyStoneBrickSlabBlock.double:0, Sky Stone Brick Slabs
appliedenergistics2:tile.SkyStoneSmallBrickSlabBlock:0, Sky Stone Small Brick Slabs
appliedenergistics2:tile.SkyStoneSmallBrickSlabBlock.double:0, Sky Stone Small Brick Slabs
appliedenergistics2:tile.FluixSlabBlock:0, Fluix Slabs
appliedenergistics2:tile.FluixSlabBlock.double:0, Fluix Slabs
appliedenergistics2:tile.QuartzSlabBlock:0, Certus Quartz Slabs
appliedenergistics2:tile.QuartzSlabBlock.double:0, Certus Quartz Slabs
appliedenergistics2:tile.ChiseledQuartzSlabBlock:0, Chiseled Certus Quartz Slabs
appliedenergistics2:tile.ChiseledQuartzSlabBlock.double:0, Chiseled Certus Quartz Slabs
appliedenergistics2:tile.QuartzPillarSlabBlock:0, Certus Quartz Pillar Slabs
appliedenergistics2:tile.QuartzPillarSlabBlock.double:0, Certus Quartz Pillar Slabs
Mekanism:BasicBlock:0, Osmium Block
Mekanism:BasicBlock:1, Bronze Block
Mekanism:BasicBlock:2, Refined Obsidian
Mekanism:BasicBlock:3, Charcoal Block
Mekanism:BasicBlock:4, Refined Glowstone
Mekanism:BasicBlock:5, Steel Block
Mekanism:BasicBlock:6, Basic Bin
Mekanism:BasicBlock:6, Advanced Bin
Mekanism:BasicBlock:6, Elite Bin
Mekanism:BasicBlock:6, Ultimate Bin
Mekanism:BasicBlock:7, Teleporter Frame
Mekanism:BasicBlock:8, Steel Casing
Mekanism:BasicBlock:9, Dynamic Tank
Mekanism:BasicBlock:10, Structural Glass
Mekanism:BasicBlock:11, Dynamic Valve
Mekanism:BasicBlock:12, Copper Block
Mekanism:BasicBlock:13, Tin Block
Mekanism:BasicBlock:14, Thermal Evaporation Controller
Mekanism:BasicBlock:15, Thermal Evaporation Valve
Mekanism:BasicBlock2:0, Thermal Evaporation Block
Mekanism:BasicBlock2:1, Induction Casing
Mekanism:BasicBlock2:2, Induction Port
Mekanism:BasicBlock2:3, Basic Induction Cell
Mekanism:BasicBlock2:3, Advanced Induction Cell
Mekanism:BasicBlock2:3, Elite Induction Cell
Mekanism:BasicBlock2:3, Ultimate Induction Cell
Mekanism:BasicBlock2:4, Basic Induction Provider
Mekanism:BasicBlock2:4, Advanced Induction Provider
Mekanism:BasicBlock2:4, Elite Induction Provider
Mekanism:BasicBlock2:4, Ultimate Induction Provider
Mekanism:BasicBlock2:5, Superheating Element
Mekanism:BasicBlock2:6, Pressure Disperser
Mekanism:BasicBlock2:7, Boiler Casing
Mekanism:BasicBlock2:8, Boiler Valve
Mekanism:BasicBlock2:9, Security Desk
Mekanism:MachineBlock:0, Enrichment Chamber
Mekanism:MachineBlock:1, Osmium Compressor
Mekanism:MachineBlock:2, Combiner
Mekanism:MachineBlock:3, Crusher
Mekanism:MachineBlock:4, Digital Miner
Mekanism:MachineBlock:5, Basic Smelting Factory
Mekanism:MachineBlock:5, Basic Enriching Factory
Mekanism:MachineBlock:5, Basic Crushing Factory
Mekanism:MachineBlock:5, Basic Compressing Factory
Mekanism:MachineBlock:5, Basic Combining Factory
Mekanism:MachineBlock:5, Basic Purifying Factory
Mekanism:MachineBlock:5, Basic Injecting Factory
Mekanism:MachineBlock:5, Basic Infusing Factory
Mekanism:MachineBlock:6, Advanced Smelting Factory
Mekanism:MachineBlock:6, Advanced Enriching Factory
Mekanism:MachineBlock:6, Advanced Crushing Factory
Mekanism:MachineBlock:6, Advanced Compressing Factory
Mekanism:MachineBlock:6, Advanced Combining Factory
Mekanism:MachineBlock:6, Advanced Purifying Factory
Mekanism:MachineBlock:6, Advanced Injecting Factory
Mekanism:MachineBlock:6, Advanced Infusing Factory
Mekanism:MachineBlock:7, Elite Smelting Factory
Mekanism:MachineBlock:7, Elite Enriching Factory
Mekanism:MachineBlock:7, Elite Crushing Factory
Mekanism:MachineBlock:7, Elite Compressing Factory
Mekanism:MachineBlock:7, Elite Combining Factory
Mekanism:MachineBlock:7, Elite Purifying Factory
Mekanism:MachineBlock:7, Elite Injecting Factory
Mekanism:MachineBlock:7, Elite Infusing Factory
Mekanism:MachineBlock:8, Metallurgic Infuser
Mekanism:MachineBlock:9, Purification Chamber
Mekanism:MachineBlock:10, Energized Smelter
Mekanism:MachineBlock:11, Teleporter
Mekanism:MachineBlock:12, Electric Pump
Mekanism:MachineBlock:13, Personal Chest
Mekanism:MachineBlock:14, Chargepad
Mekanism:MachineBlock:15, Logistical Sorter
Mekanism:MachineBlock2:0, Rotary Condensentrator
Mekanism:MachineBlock2:1, Chemical Oxidizer
Mekanism:MachineBlock2:2, Chemical Infuser
Mekanism:MachineBlock2:3, Chemical Injection Chamber
Mekanism:MachineBlock2:4, Electrolytic Separator
Mekanism:MachineBlock2:5, Precision Sawmill
Mekanism:MachineBlock2:6, Chemical Dissolution Chamber
Mekanism:MachineBlock2:7, Chemical Washer
Mekanism:MachineBlock2:8, Chemical Crystallizer
Mekanism:MachineBlock2:9, Seismic Vibrator
Mekanism:MachineBlock2:10, Pressurized Reaction Chamber
Mekanism:MachineBlock2:11, Basic Fluid Tank
Mekanism:MachineBlock2:11, Advanced Fluid Tank
Mekanism:MachineBlock2:11, Elite Fluid Tank
Mekanism:MachineBlock2:11, Ultimate Fluid Tank
Mekanism:MachineBlock2:12, Fluidic Plenisher
Mekanism:MachineBlock2:13, Laser
Mekanism:MachineBlock2:14, Laser Amplifier
Mekanism:MachineBlock2:15, Laser Tractor Beam
Mekanism:MachineBlock3:0, Quantum Entangloporter
Mekanism:MachineBlock3:1, Solar Neutron Activator
Mekanism:MachineBlock3:3, Oredictionificator
Mekanism:MachineBlock3:4, Resistive Heater
Mekanism:MachineBlock3:5, Formulaic Assemblicator
Mekanism:MachineBlock3:6, Fuelwood Heater
Mekanism:OreBlock:0, Osmium Ore
Mekanism:OreBlock:1, Copper Ore
Mekanism:OreBlock:2, Tin Ore
Mekanism:EnergyCube, tile.EnergyCube.name
Mekanism:ObsidianTNT, Obsidian TNT
Mekanism:BoundingBlock, Bounding Block
Mekanism:GasTank:0, Basic Gas Tank
Mekanism:GasTank:0, Advanced Gas Tank
Mekanism:GasTank:0, Elite Gas Tank
Mekanism:GasTank:0, Ultimate Gas Tank
Mekanism:CardboardBox, Cardboard Box
Mekanism:PlasticBlock:0, §8Black Plastic Block
Mekanism:PlasticBlock:1, §cRed Plastic Block
Mekanism:PlasticBlock:2, §2Green Plastic Block
Mekanism:PlasticBlock:3, §6Brown Plastic Block
Mekanism:PlasticBlock:4, §1Blue Plastic Block
Mekanism:PlasticBlock:5, §5Purple Plastic Block
Mekanism:PlasticBlock:6, §3Cyan Plastic Block
Mekanism:PlasticBlock:7, §7Light Grey Plastic Block
